SCHOOLNAME,STATE,BOARD
Delhi Public School Sector Iv Bokaro - Jharkhand,JHARKHAND,CBSE
Devsangha National School Post Devsangha Bompas Town B. Deoghar - Jharkhand,JHARKHAND,CBSE
Dhanbad City School Bhuli Road Bye Pass Dhanbad - Jharkhand,JHARKHAND,CBSE
Dhanbad Public School Govindpur Road(near Bhuipore Mandir) Dhanbad - Jharkhand,JHARKHAND,CBSE
Doon Public School Kusum Vihar Koyla Nagar Dhanbad - Jharkhand,JHARKHAND,CBSE
G & H High School Jail Road (east) Ranchi - Jharkhand,JHARKHAND,CBSE
Geeta Devi Dav Public School Bhandar Kola Satar Road B Deoghar - Jharkhand,JHARKHAND,CBSE
Govind Vidyalaya At Tamulia Post Mango Jamshedpur - Jharkhand,JHARKHAND,CBSE
Greenland Public School Prem Nagar Ranchi - Jharkhand,JHARKHAND,CBSE
Guru Govind Singh Public School Sector V Bokaro - Jharkhand,JHARKHAND,CBSE
Guru Nanak Higher Secondary School Guru Nanak Ranchi - Jharkhand,JHARKHAND,CBSE
"Jawahar Navodaya Vidyalayas Bagudi, Post Mohumuhan, Balasore - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Belpada, Bolangir - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Bissam Cuttack Rayagada, - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas D.s. Law College,post Thakrpatna Kendrapada - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Erbang, Post Birtung, Puri, - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Goshala, Kalamati, Sambalpur - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Gurujanga, Post Khordha, Khorda, - Orissa",ORISSA,CBSE
Jawahar Navodaya Vidyalayas Hadagarh Keonjhar - Orissa,ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Jharsuguda Engg.college Campus, Jharsuguda - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Khatiguda, Naurangpur, - Orissa",ORISSA,CBSE
"Jawahar Navodaya Vidyalayas Landiguda,p.o.- O.m.p. Line Koraput - Orissa",ORISSA,CBSE
Jawahar Navodaya Vidyalayas Mundali Cuttack - Orissa,ORISSA,CBSE
